zip_path,task_name,basis_folder,modality,task_type,dimension,variant,passed,total,accuracy
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,front_loaded,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,random,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,1f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,2f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,3f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,4f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,l,24,30,0.8
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,m,28,30,0.933333
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,s,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,xl,22,30,0.733333
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,xs,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,xxl,22,30,0.733333
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,0,16,30,0.533333
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,1,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,3,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,5,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,0_extreme,4,30,0.133333
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,0_low,4,30,0.133333
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,0_medium,3,30,0.1
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,3_extreme,27,30,0.9
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,3_low,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,3_medium,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,0_1f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,0_2f,23,30,0.766667
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,0_4f,4,30,0.133333
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,3_1f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,3_2f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/anthropic_claude_sonnet_4_6_default_20260415_221942.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,3_4f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,adversarial_confound,dense,7,30,0.233333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,adversarial_confound,extreme,1,30,0.033333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,baseline,baseline,24,30,0.8
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,combined,easy,21,30,0.7
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,combined,hard,4,30,0.133333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,combined,medium,12,30,0.4
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,extreme,3,30,0.1
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,high,6,30,0.2
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,low,11,30,0.366667
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,medium,13,30,0.433333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,disjunction,easy,4,30,0.133333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,disjunction,hard,1,30,0.033333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,negation,easy,6,30,0.2
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,negation,hard,1,30,0.033333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,noise_width,n0,21,30,0.7
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,noise_width,n1,16,30,0.533333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,noise_width,n2,18,30,0.6
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,back_loaded,14,30,0.466667
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,clustered,17,30,0.566667
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,front_loaded,28,30,0.933333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,random,16,30,0.533333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,1f,23,30,0.766667
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,2f,17,30,0.566667
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,3f,16,30,0.533333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,4f,16,30,0.533333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,l,6,30,0.2
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,m,16,30,0.533333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,s,24,30,0.8
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,xl,10,30,0.333333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,xs,25,30,0.833333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,xxl,8,30,0.266667
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,0,28,30,0.933333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,1,22,30,0.733333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,3,22,30,0.733333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,5,15,30,0.5
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,0_extreme,12,30,0.4
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,0_low,11,30,0.366667
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,0_medium,10,30,0.333333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,3_extreme,3,30,0.1
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,3_low,17,30,0.566667
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,3_medium,12,30,0.4
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,0_1f,29,30,0.966667
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,0_2f,27,30,0.9
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,0_4f,11,30,0.366667
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,3_1f,26,30,0.866667
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,3_2f,19,30,0.633333
selective_attention/feature_sensitive/text/filtering/deepseek_ai_deepseek_v3.2_20260415_223045.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,3_4f,16,30,0.533333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,adversarial_confound,dense,19,30,0.633333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,adversarial_confound,extreme,12,30,0.4
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,baseline,baseline,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,combined,easy,29,30,0.966667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,combined,hard,19,30,0.633333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,combined,medium,27,30,0.9
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,extreme,11,30,0.366667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,high,22,30,0.733333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,low,22,30,0.733333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,medium,20,30,0.666667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,disjunction,easy,26,30,0.866667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,disjunction,hard,14,30,0.466667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,negation,easy,18,30,0.6
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,negation,hard,16,30,0.533333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,noise_width,n0,22,30,0.733333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,noise_width,n1,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,noise_width,n2,29,30,0.966667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,back_loaded,28,30,0.933333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,clustered,28,30,0.933333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,front_loaded,28,30,0.933333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,random,27,30,0.9
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,1f,29,30,0.966667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,2f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,3f,23,30,0.766667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,4f,20,30,0.666667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,l,18,30,0.6
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,m,23,30,0.766667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,s,29,30,0.966667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,xl,10,30,0.333333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,xs,29,30,0.966667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,xxl,6,30,0.2
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,0,29,30,0.966667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,1,29,30,0.966667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,3,28,30,0.933333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count,5,24,30,0.8
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,0_extreme,4,30,0.133333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,0_low,12,30,0.4
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,0_medium,6,30,0.2
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,3_extreme,20,30,0.666667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,3_low,26,30,0.866667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_confound,3_medium,19,30,0.633333
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,0_1f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,0_2f,29,30,0.966667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,0_4f,6,30,0.2
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,3_1f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,3_2f,29,30,0.966667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.0_flash_20260415_222019.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,target_count_x_rule_arity,3_4f,20,30,0.666667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,adversarial_confound,dense,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,adversarial_confound,extreme,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,baseline,baseline,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,combined,easy,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,combined,hard,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,combined,medium,29,30,0.966667
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,extreme,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,high,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,low,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,confound,medium,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,disjunction,easy,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,disjunction,hard,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,negation,easy,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,negation,hard,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,noise_width,n0,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,noise_width,n1,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,noise_width,n2,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,back_loaded,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,clustered,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,front_loaded,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,position,random,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,1f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,2f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,3f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,rule_arity,4f,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,l,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,m,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,s,30,30,1.0
selective_attention/feature_sensitive/text/filtering/google_gemini_2.5_flash_20260415_222547.log,selective attention - feature sensitive text filtering,feature_sensitive,text,filtering,set_size,xl,29,30,0.966667
